Market-Week-Year,Uniqueness Score
Chhindwara-2021-W43,0.10934676266481004
Bankhedi-2021-W10,0.10928045524322036
Itarsi-2023-W6,0.10926459202653127
Semriharchand-2022-W37,0.10924986696096597
Chaurai-2021-W46,0.10924265319669164
Banapura-2020-W44,0.10921684485205795
Itarsi-2023-W42,0.10919386421217915
Itarsi-2023-W8,0.1091400022166862
Pandhurna-2021-W45,0.10913119158030643
Chhindwara-2023-W25,0.10912147367967909
Chaurai-2023-W51,0.10909868125098089
Chhindwara-2024-W45,0.10905457623781438
Semriharchand-2023-W41,0.10903856812919538
Hoshangabad-2020-W3,0.10900085475965532
Semriharchand-2023-W24,0.10893123011488438
Chhindwara-2023-W31,0.10893074777827735
Pipariya-2023-W44,0.10892044524232739
Babai-2020-W30,0.10889804128478323
Chhindwara-2024-W20,0.10887901324015578
Babai-2022-W44,0.10879486850356064
Itarsi-2021-W31,0.10877632295473964
Babai-2022-W5,0.10873223651280667
Semriharchand-2022-W10,0.10870628429672659
Pipariya-2022-W25,0.10868135365330328
Pipariya-2020-W26,0.10860368121638489
Bankhedi-2020-W37,0.10860253138958144
Chhindwara-2021-W28,0.10859854019133307
Saunsar-2021-W8,0.1085800959389408
Itarsi-2022-W40,0.10851235033739959
Pandhurna-2024-W22,0.10851019194994481
Babai-2023-W34,0.10848484127701526
Chaurai-2022-W28,0.10846884497931114
Bankhedi-2021-W24,0.10843976344877221
Semriharchand-2022-W30,0.10841527458532606
Amarwda-2021-W28,0.1084053854361558
Chaurai-2021-W30,0.10839521737817401
Itarsi-2021-W48,0.10838896532641998
Sounsar(F&V)-2024-W45,0.10837149927127973
Babai-2022-W49,0.10832506043954039
Chaurai-2023-W49,0.10831130626175836
Pandhurna-2021-W11,0.1083102807849617
Pipariya-2023-W34,0.10828274938577616
Saunsar-2021-W25,0.10826155561757209
Chhindwara-2020-W9,0.1082467864467797
Chhindwara-2023-W28,0.10824675953708188
Pipariya-2022-W38,0.1082408663757906
Itarsi-2022-W8,0.10820685676321608
Banapura-2023-W49,0.10818671856299951
Saunsar-2021-W38,0.10816244171693215
Chaurai-2024-W37,0.10815007832773617
Semriharchand-2022-W14,0.10808642523685141
Saunsar-2021-W30,0.10802886385234732
Chaurai-2023-W20,0.10795768180245424
Chaurai-2022-W19,0.10795525850633007
Banapura-2023-W14,0.10790426024858737
Bankhedi-2023-W10,0.10784702692658688
Bankhedi-2024-W38,0.10784427531351633
Chhindwara-2021-W6,0.10781351434590494
Pipariya-2024-W11,0.10779450929785099
Chhindwara-2021-W31,0.10774463117736355
Itarsi-2025-W7,0.10769643633987547
Itarsi-2022-W1,0.10769411980264458
Banapura-2024-W10,0.1076868632471194
Amarwda-2019-W3,0.1075833498108117
Pipariya-2020-W28,0.10756485885435275
Banapura-2022-W28,0.10749104232510552
Bankhedi-2024-W47,0.10748754152868004
Saunsar-2021-W32,0.10746381325729876
Saunsar-2021-W16,0.10745861690059051
Saunsar-2020-W4,0.10745749164299993
Banapura-2020-W38,0.10740745037612506
Chaurai-2023-W11,0.10739913057766694
Bankhedi-2022-W38,0.10736755982488369
Saunsar-2023-W31,0.1073580314871445
Semriharchand-2024-W40,0.10733138379270668
Babai-2024-W9,0.10730862734541392
Semriharchand-2021-W52,0.10728292025243365
Banapura-2023-W17,0.10726627677037316
Itarsi-2022-W25,0.10726602256482792
Bankhedi-2023-W42,0.10724082762403778
Semriharchand-2020-W5,0.10723904666344027
Chaurai-2023-W10,0.10722269222236411
Chaurai-2019-W46,0.10721538697163319
Banapura-2021-W36,0.10720369203789097
Hoshangabad-2023-W22,0.10717249354681961
Itarsi-2023-W20,0.10717042316729472
Pipariya-2023-W4,0.1070951496075825
Bankhedi-2022-W10,0.10709024906362571
Babai-2024-W24,0.10708063874813212
Chaurai-2021-W8,0.10706613901774256
Banapura-2022-W39,0.10702549749100719
Banapura-2020-W10,0.10702097262397176
Semriharchand-2022-W15,0.1069857585911723
Bankhedi-2023-W48,0.10697372076775749
Itarsi-2021-W52,0.10696856970333657
Chhindwara-2021-W12,0.10690946779717876
Chhindwara-2019-W10,0.10690945285017985
Chhindwara-2019-W14,0.10689793845157372
Chhindwara-2022-W35,0.10688975367518552
Banapura-2024-W2,0.1068546555070771
Chhindwara-2021-W2,0.10685139123679667
Pipariya-2021-W5,0.10683634920785202
Semriharchand-2021-W47,0.10682495041947399
Bankhedi-2024-W14,0.10680738720200438
Itarsi-2020-W49,0.10675459028211942
Banapura-2023-W40,0.106753015457853
Itarsi-2023-W41,0.10672464983417766
Chhindwara-2024-W48,0.10667891760309083
Banapura-2021-W5,0.10664315775893934
Chaurai-2022-W44,0.10663286146310891
Hoshangabad-2024-W1,0.10661725783951784
Chhindwara-2019-W34,0.10655643257417313
Bankhedi-2021-W32,0.10655168739088586
Banapura-2022-W42,0.10653568351906159
Pipariya-2021-W14,0.10650401563593749
Itarsi-2021-W27,0.10648665793129772
Banapura-2023-W35,0.10648164064187275
Pipariya-2023-W20,0.10642118177054549
Itarsi-2021-W9,0.10637505186625963
Saunsar-2019-W50,0.10635688675760821
Itarsi-2024-W44,0.1063068372340039
Amarwda-2021-W43,0.10628490678424134
Chaurai-2023-W31,0.10625651119842093
Chaurai-2021-W29,0.10620711261472586
Saunsar-2019-W1,0.10620654588108079
Semriharchand-2023-W2,0.10619405927624535
Chaurai-2022-W36,0.10619225914905736
Chhindwara-2024-W23,0.10617679331500834
Bankhedi-2020-W1,0.10617314887143306
Pipariya-2023-W5,0.10614392016061942
Hoshangabad-2020-W20,0.10613848409486702
Amarwda-2021-W25,0.1061338482033135
Chaurai-2019-W37,0.10612084230972887
Banapura-2020-W26,0.10608885176847295
Chhindwara-2024-W17,0.10606211730057571
Hoshangabad-2022-W20,0.10603035934123871
Itarsi-2021-W32,0.10596231797563707
Saunsar-2022-W14,0.10595257348587268
Semriharchand-2020-W16,0.10594122494018775
Pipariya-2020-W20,0.1059227874243572
Semriharchand-2020-W34,0.10591854831165852
Saunsar-2023-W29,0.10586343517140136
Bankhedi-2023-W44,0.10585848770814535
Banapura-2024-W3,0.10583154509938351
Chhindwara-2019-W35,0.10581444411863801
Chhindwara-2021-W1,0.10578256831855935
Babai-2023-W11,0.10574568761592142
Chaurai-2025-W1,0.10572261193246037
Hoshangabad(F&V)-2024-W52,0.10570573259538912
Bankhedi-2021-W34,0.10566955751881177
Babai-2021-W10,0.10566703272040397
Semriharchand-2023-W13,0.10564615187608653
Bankhedi-2021-W29,0.10562520606705895
Chhindwara-2019-W39,0.10560897650233553
Pipariya-2020-W30,0.1055827092766259
Bankhedi-2022-W5,0.10557607311249796
Banapura(F&V)-2024-W50,0.10557222417161373
Itarsi-2021-W37,0.10555491596728366
Pandhurna-2021-W38,0.10552100957145251
Chaurai-2021-W39,0.10549937506083748
Chaurai-2021-W31,0.10549125713977406
Itarsi-2020-W2,0.10548940874736049
Bankhedi-2024-W42,0.10543813594171228
Pipariya-2020-W11,0.10543586169576011
Banapura-2022-W50,0.10543519104406604
Babai-2022-W29,0.10539535747024008
Chhindwara-2020-W27,0.1053556533384603
Banapura-2021-W11,0.10535080627325596
Chaurai-2024-W27,0.10530435803151542
Itarsi-2023-W18,0.1052830136333239
Chaurai-2023-W21,0.10528211544048387
Chaurai-2021-W27,0.10526001132420366
Chhindwara-2023-W8,0.10525812020087373
Saunsar-2019-W18,0.10522296019364646
Chaurai-2024-W29,0.10522036773129329
Hoshangabad-2024-W34,0.10520686200509023
Amarwda-2019-W2,0.10520004425762318
Hoshangabad-2024-W2,0.10519837152455537
Banapura-2025-W2,0.10519418011546733
Semriharchand-2021-W10,0.10518180773231203
Babai-2021-W24,0.1051778979890386
Banapura-2021-W34,0.10517614926237082
Banapura-2022-W43,0.10517599179219711
Chaurai-2020-W33,0.10517595688426137
Chaurai-2023-W46,0.10513100287781278
Babai-2024-W12,0.10512432127846097
Saunsar-2019-W26,0.105101624443815
Bankhedi-2020-W41,0.10509285123181816
Chhindwara-2021-W35,0.10508182216398411
Bankhedi-2020-W49,0.10507203496188247
Banapura-2020-W4,0.10504852355259478
Semriharchand-2021-W27,0.10504602768508278
Pipariya-2025-W1,0.10504361642672241
Hoshangabad-2025-W4,0.10498231699692291
Semriharchand-2022-W41,0.10496366243433072
Pipariya-2023-W1,0.10495806498272597
Bankhedi-2020-W33,0.10495355269601592
Itarsi-2021-W22,0.10495325430637008
Saunsar-2020-W24,0.10494641711258196
Amarwda-2019-W37,0.10493502821859867
Itarsi-2020-W1,0.1049323886688685
Saunsar-2023-W14,0.10492305698080437
Bankhedi-2024-W23,0.10490642745564434
