Market,Year,GroupNo,SkippedCount,LearningCount,StrategyDiff,lArrival_lPrice,lArrival_hPrice,hArrival_lPrice,hArrival_hPrice
Babai,2019,0,0,0,[0.0, 0.0, 0.0, 0.0],0.0,0.0,0.0,0.0,0.00
Babai,2020,0,1,6,[0.0, -0.006302694689719557, 0.0, 0.006302694689719513],0.0,0.9936973053102804,0.0,0.006302694689719513,1579448.3204074486[1.]
Babai,2021,0,1,13,[-0.0037218116550264448, -0.035593994806596196, 0.0, 0.03931580646162267],-0.0037218116550264448,0.9644060051934038,0.0,0.03931580646162267,3650203.2754391204[1.]
Babai,2022,0,1,20,[0.25151387446508144, 0.2285847179254799, -0.49356072583033905, 0.013462133439777726],0.25151387446508144,0.2285847179254799,0.506439274169661,0.013462133439777726,8492775.383071778[1.]
Babai,2023,0,1,27,[-0.07077998737646019, 0.14031394451312132, -0.07824032191902758, 0.008706364782366478],0.5958866792902064,0.14031394451312132,0.25509301141430574,0.008706364782366478,9399195.548917852[1.]
Babai,2024,0,1,34,[-0.20628961378100585, 0.08611813459509549, 0.09647224721234687, 0.023699231973563502],0.6508532433618512,0.22897527745223833,0.09647224721234687,0.023699231973563502,15206292.578296173[1.]
Babai,2019,1,0,0,[0.0, 0.0, 0.0, 0.0],0.0,0.0,0.0,0.0,0.00
Babai,2020,1,0,7,[0.0, -0.004386115475152663, 0.0, 0.0043861154751527265],0.0,0.9956138845248473,0.0,0.0043861154751527265,1068675.9912490558[1.]
Babai,2021,1,0,14,[-0.17639831877081102, 0.3231629524692967, 0.00020200912056693045, -0.1469666428190527],0.07360168122918898,0.8231629524692967,0.00020200912056693045,0.1030333571809473,3334360.745226196[1.]
Babai,2022,1,0,21,[-0.2133510402214408, 0.15099887632078376, 0.05630495564083471, 0.006047208259822301],0.5366489597785592,0.15099887632078376,0.3063049556408347,0.006047208259822301,10028041.57538622[1.]
Babai,2023,1,0,28,[0.06200093896840164, 0.0028367763039072345, -0.0656109426866846, 0.0007732274143757021],0.6074554844229471,0.0028367763039072345,0.3889345118587699,0.0007732274143757021,7686969.2354051005[1.]
Babai,2024,1,0,35,[-0.22011883610033778, 0.011098072728555841, 0.10618095424495709, 0.10283980912682479],0.5298811638996622,0.26109807272855584,0.10618095424495709,0.10283980912682479,19113336.664450865[1.]
Babai,2025,1,3,42,[-0.4436131596039009, 0.1570197834955999, 0.13405457964140027, 0.1525387964669007],0.5563868403960991,0.1570197834955999,0.13405457964140027,0.1525387964669007,30904462.890794292[1.]
Babai,2019,2,0,0,[0.0, 0.0, 0.0, 0.0],0.0,0.0,0.0,0.0,0.00
Babai,2020,2,1,6,[-0.21550772761856085, 0.21550772761856085, 0.0, 0.0],0.11782560571477248,0.8821743942852275,0.0,0.0,1195199.361951764[1.]
Babai,2021,2,1,13,[-0.16801662107011714, 0.16904554038205644, 0.0, -0.0010289193119393412],0.10471065165715557,0.8963182676547837,0.0,-0.0010289193119393412,2676119.33746274[1.]
Babai,2022,2,1,20,[-0.02857073148486916, 0.1583439835649972, -0.129530035336139, -0.00024321674398905023],0.47142926851513084,0.1583439835649972,0.370469964663861,-0.00024321674398905023,8483131.286738597[1.]
Babai,2023,2,1,27,[0.022188637068404238, 0.0741547588517276, -0.08356423582169115, -0.012779160098440902],0.5221886370684042,0.0741547588517276,0.41643576417830885,-0.012779160098440902,4621084.51238933[1.]
Babai,2024,2,1,34,[-0.17726172071144197, 0.13711393180463027, 0.04034229006592133, -0.00019450115910965197],0.697738279288558,0.13711393180463027,0.16534229006592133,-0.00019450115910965197,12718012.250014516[1.]
Babai,2025,2,4,41,[-0.08942791587384591, 0.08263027131560462, -0.004858848564444018, 0.011656493122685387],0.5772387507928207,0.08263027131560462,0.3284744847688893,0.011656493122685387,24889479.4484398[1.]
Babai,2019,3,0,0,[0.0, 0.0, 0.0, 0.0],0.0,0.0,0.0,0.0,0.00
Babai,2020,3,1,6,[-0.6411071600712626, 0.635077364732497, 0.0, 0.006029795338765653],0.3588928399287374,0.635077364732497,0.0,0.006029795338765653,1495842.4972310723[1.]
Babai,2021,3,1,13,[-0.04570514871051912, 0.04117159311455121, 0.008805253642131286, -0.004271698046163461],0.5792948512894809,0.4161715931145512,0.008805253642131286,-0.004271698046163461,2933729.5314737707[1.]
Babai,2022,3,1,20,[-0.4250610554807499, 0.043773961066206804, 0.3725888579281872, 0.00869823648635583],0.5749389445192501,0.043773961066206804,0.3725888579281872,0.00869823648635583,15677502.741239455[1.]
Babai,2023,3,1,27,[-0.40091242996553056, 0.25206356241137085, 0.13086644452531188, 0.017982423028847783],0.3990875700344695,0.25206356241137085,0.23086644452531188,0.11798242302884779,26331884.527203947[1.]
Babai,2024,3,1,34,[-0.4414514849761527, 0.15613443607229244, 0.21285075651987512, 0.07246629238398525],0.5585485150238473,0.15613443607229244,0.21285075651987512,0.07246629238398525,44413549.54045361[1.]
Babai,2025,3,4,41,[-0.3050508405709946, 0.12253305196083804, 0.13307210970102284, 0.04944567890913349],0.49494915942900547,0.12253305196083804,0.33307210970102286,0.04944567890913349,67469432.02849366[1.]
Babai,2019,4,0,0,[0.0, 0.0, 0.0, 0.0],0.0,0.0,0.0,0.0,0.00
Babai,2021,4,7,7,[0.24804209116187628, 0.026995801848226548, 0.254098725759245, 0.16137634582619567],0.24804209116187628,0.026995801848226548,0.254098725759245,0.16137634582619567,73296615.00633033[1.]
